"","skc","date_rcd","s","real_cost","date_num","year_id","season_id","tiny_class_code","tag_price","yearmon","is_holiday","discount","pred","pred2","last_week_cost"
"21",196572120373,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,131.352646920723,227.22087350335,1907.5
"22",196572120472,"2019-06-01",6,548.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,172.634582589656,316.228603203495,2180
"23",196572120824,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,193.574613216814,264.056837656666,1738.75
"24",196572120835,"2019-06-01",3,465,18048,2018,"None",27050401,173.75,6月 2019,0,1,235.454674489764,325.29073366396,2028.75
"25",196572120890,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,110.412616270194,181.599574424834,1656.25
"26",196572120901,"2019-06-01",7,630,18048,2018,"None",27050401,98.75,6月 2019,0,1,172.634582578124,300.165121465923,2066.25
"27",196572121110,"2019-06-01",3,270,18048,2019,"None",27050401,98.75,6月 2019,0,1,190.501224471023,325.76077917002,2247.5
"28",196572121165,"2019-06-01",1,86.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,211.44125510617,330.605547689499,2210
"29",196572121517,"2019-06-01",3,343.75,18048,2019,"None",27050401,123.75,6月 2019,0,1,211.441255096704,301.655976210939,2005
"30",196572121539,"2019-06-01",6,871.25,18048,2019,"None",27050401,173.75,6月 2019,0,1,253.321316369363,429.262060477338,2765
"31",196572121550,"2019-06-01",1,111.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,211.441255095816,359.025553828263,2411.25
"32",196572121715,"2019-06-01",5,437.5,18048,2019,"None",27050401,98.75,6月 2019,0,1,190.501224454753,396.722533632138,2750
"33",196572121759,"2019-06-01",4,362.5,18048,2019,"None",27050401,98.75,6月 2019,0,1,190.501224453575,358.946873292638,2482.5
"34",196572121781,"2019-06-01",1,73.75,18048,2019,"None",27050401,73.75,6月 2019,0,0,107.339227508141,260.42612832833,2286.25
"35",202572118272,"2019-06-01",2,312.5,18048,2017,"None",27050401,173.75,6月 2019,0,1,217.426702366426,393.540012255492,2512.5
"36",202572119427,"2019-06-01",3,213.75,18048,2018,"None",27050401,73.75,6月 2019,0,1,151.533221687399,334.620060050882,2382.5
"37",202572119889,"2019-06-01",1,173.75,18048,2018,"None",27050401,173.75,6月 2019,0,0,173.071377913255,216.016191583616,1685
"38",202572119988,"2019-06-01",3,333.75,18048,2018,"None",27050401,123.75,6月 2019,0,1,193.413282945564,287.822628353728,1907.5
"39",202572120362,"2019-06-01",8,708.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,172.473252298884,315.987432181952,2178.75
"40",202572120846,"2019-06-01",1,283.75,18048,2018,"None",27050401,323.75,6月 2019,0,1,360.933528015485,396.130356755415,2100
"41",202572121781,"2019-06-01",3,331.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,211.279924795877,351.370468157069,2357.5
"42",202572121825,"2019-06-01",1,88.75,18048,2019,"None",27050401,98.75,6月 2019,0,1,190.339894158074,309.632648183923,2133.75
"43",233572119053,"2019-06-01",3,213.75,18048,2018,"None",27050401,73.75,6月 2019,0,1,150.699681846524,299.158205273707,2133.75
"44",290572119185,"2019-06-01",2,235,18048,2018,"None",27050401,123.75,6月 2019,0,1,191.047105325802,327.474448204802,2195
"45",290572119504,"2019-06-01",10,1112.5,18048,2018,"None",27050401,123.75,6月 2019,0,1,191.047105317223,437.447515450024,2973.75
"46",290572120307,"2019-06-01",2,177.5,18048,2018,"None",27050401,98.75,6月 2019,0,1,170.107074659011,352.285338256549,2442.5
"47",290572120318,"2019-06-01",3,331.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,191.047105295337,369.133587631894,2490
"48",290572120549,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,191.047105289131,338.065754827216,2270
"49",290572120769,"2019-06-01",5,447.5,18048,2018,"None",27050401,98.75,6月 2019,0,1,170.107074646591,378.587083067061,2628.75
"50",290572121770,"2019-06-01",1,448.75,18048,2019,"None",27050401,448.75,6月 2019,0,0,418.912179122712,493.072678834992,2863.75
"51",296572116105,"2019-06-01",7,470,18048,2017,"None",27050401,73.75,6月 2019,0,1,131.139071943112,434.754200292467,3098.75
"52",296572118261,"2019-06-01",1,102.5,18048,2017,"None",27050401,123.75,6月 2019,0,1,173.019133158393,312.405447900076,2088.75
"53",296572119031,"2019-06-01",1,78.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.945744399592,288.319805647624,1990
"54",296572119042,"2019-06-01",9,848.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.945744399293,361.399821443565,2507.5
"55",296572119163,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,107.723778087821,298.968199577736,2495
"56",296572119493,"2019-06-01",1,73.75,18048,2018,"None",27050401,73.75,6月 2019,0,0,86.783747442327,236.047766327289,2121.25
"57",296572120120,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,190.885775006937,269.334134222465,1783.75
"58",296572120340,"2019-06-01",1,50,18048,2018,"None",27050401,73.75,6月 2019,0,1,149.005713727774,189.741973375025,1363.75
"59",296572120505,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.94574435996,197.940655661737,1350
"60",296572120516,"2019-06-01",2,167.5,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.945744359661,210.473701848865,1438.75
"61",296572120791,"2019-06-01",3,206.25,18048,2018,"None",27050401,73.75,6月 2019,0,1,149.005713715645,109.6010864827,796.25
"62",296572120824,"2019-06-01",4,385,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.945744351381,160.164995319274,1082.5
"63",296572120890,"2019-06-01",3,346.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,190.88577498623,208.787164605356,1355
"64",296572120901,"2019-06-01",4,455,18048,2018,"None",27050401,123.75,6月 2019,0,1,190.885774985932,257.330653358659,1698.75
"65",296572120912,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,128.66380867742,207.079034126692,1772.5
"66",296572121088,"2019-06-01",8,713.75,18048,2019,"None",27050401,98.75,6月 2019,0,1,187.812386242803,345.865905020425,2397.5
"67",296572121176,"2019-06-01",2,297.5,18048,2019,"None",27050401,173.75,6月 2019,0,1,250.632478150311,394.645435373015,2527.5
"68",296572121550,"2019-06-01",2,163.75,18048,2019,"None",27050401,98.75,6月 2019,0,1,187.812386230383,358.222429425408,2485
"69",296572121704,"2019-06-01",4,470,18048,2019,"None",27050401,123.75,6月 2019,0,1,208.752416862867,380.366332117767,2570
"70",296572121715,"2019-06-01",5,795,18048,2019,"None",27050401,173.75,6月 2019,0,1,250.632478135817,464.018493840278,3018.75
"71",296572121748,"2019-06-01",4,370,18048,2019,"None",27050401,98.75,6月 2019,0,1,187.812386225057,421.59374746865,2933.75
"72",296572121759,"2019-06-01",1,123.75,18048,2019,"None",27050401,123.75,6月 2019,0,0,146.53045055317,371.067765215485,2933.75
"73",296572121803,"2019-06-01",5,336.25,18048,2019,"None",27050401,73.75,6月 2019,0,1,166.872355586956,358.14374888931,2556.25
"74",302572119196,"2019-06-01",14,1250,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.784414101428,502.729115801881,3508.75
"75",302572119394,"2019-06-01",1,63.75,18048,2018,"None",27050401,73.75,6月 2019,0,1,148.844383459477,478.466951778307,3408.75
"76",302572121748,"2019-06-01",5,471.25,18048,2019,"None",27050401,98.75,6月 2019,0,1,187.651055931331,488.783895368855,3410
"77",302572121803,"2019-06-01",14,1322.5,18048,2019,"None",27050401,98.75,6月 2019,0,1,187.651055929854,563.276085382603,3937.5
"78",311572119405,"2019-06-01",10,652.5,18048,2018,"None",27050401,73.75,6月 2019,0,1,148.602388018587,592.932611368097,4220
"79",313572120065,"2019-06-01",4,375,18048,2018,"None",27050401,98.75,6月 2019,0,1,169.488641872892,638.53236068545,4471.25
"80",313572120285,"2019-06-01",1,156.25,18048,2018,"None",27050401,173.75,6月 2019,0,1,232.308733776849,643.534490269896,4291.25
"81",333572121187,"2019-06-01",2,197.5,18048,2019,"None",27050401,98.75,6月 2019,0,0,124.595549787264,403.599986693703,3238.75
"82",390572118052,"2019-06-01",1,223.75,18048,2017,"None",27050401,223.75,6月 2019,0,0,192.029781467203,476.282715581409,3398.75
"83",390572120835,"2019-06-01",3,325,18048,2018,"None",27050401,123.75,6月 2019,0,1,188.358267052624,475.734384346223,3252.5
"84",396572118745,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,125.974970506877,245.718946615151,2053.75
"85",396572119009,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.256906171372,216.633607309743,1490
"86",396572119339,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.256906162503,176.210120307884,1203.75
"87",396572119405,"2019-06-01",2,140,18048,2018,"None",27050401,73.75,6月 2019,0,1,146.316875524103,163.774915363838,1187.5
"88",396572119416,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,105.034939852209,99.3037127051459,1088.75
"89",396572119922,"2019-06-01",3,598.75,18048,2018,"None",27050401,223.75,6月 2019,0,1,271.957059329944,263.628759170052,1463.75
"90",396572120010,"2019-06-01",4,427.5,18048,2018,"None",27050401,148.75,6月 2019,0,1,209.136967417707,247.682279390606,1566.25
"91",396572120329,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,105.03493982766,163.204596072539,1541.25
"92",396572120483,"2019-06-01",15,1376.25,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.25690613174,405.688430766274,2828.75
"93",396572120813,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,125.974970451267,360.105058273657,2863.75
"94",396572120890,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.256906120797,403.393647657181,2812.5
"95",396572121088,"2019-06-01",5,581.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,206.063578650618,481.671475525749,3295
"96",396572121517,"2019-06-01",1,101.25,18048,2019,"None",27050401,173.75,6月 2019,0,1,247.943639912334,431.696651838884,2797.5
"97",396572121561,"2019-06-01",1,88.75,18048,2019,"None",27050401,98.75,6月 2019,0,1,185.123548001276,353.437984678249,2458.75
"98",396572121715,"2019-06-01",1,156.25,18048,2019,"None",27050401,173.75,6月 2019,0,1,247.943639907008,391.979251947589,2516.25
"99",396572121759,"2019-06-01",3,371.25,18048,2019,"None",27050401,123.75,6月 2019,0,0,143.841612324353,169.108495240914,1511.25
"100",396572121792,"2019-06-01",1,123.75,18048,2019,"None",27050401,123.75,6月 2019,0,0,143.841612323466,169.108495240558,1511.25
"101",396572121847,"2019-06-01",1,313.75,18048,2019,"None",27050401,348.75,6月 2019,0,1,394.523854359827,352.812615790612,1736.25
"102",400572119295,"2019-06-01",6,551.25,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.149352634529,247.128775280033,1706.25
"103",402572115478,"2019-06-01",6,412.5,18048,2017,"None",27050401,73.75,6月 2019,0,1,128.288903437429,280.920726278059,2017.5
"104",402572117568,"2019-06-01",4,366.25,18048,2017,"None",27050401,98.75,6月 2019,0,1,149.228934017861,330.248982651473,2295
"105",402572119174,"2019-06-01",1,211.25,18048,2018,"None",27050401,248.75,6月 2019,0,1,292.735759692953,398.858471866478,2350
"106",402572120340,"2019-06-01",2,197.5,18048,2018,"None",27050401,98.75,6月 2019,0,0,104.873609533636,252.813009687842,2176.25
"107",402572120824,"2019-06-01",7,653.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,167.095575828839,388.32464734321,2706.25
"108",402572120835,"2019-06-01",2,281.25,18048,2018,"None",27050401,148.75,6月 2019,0,1,208.975637101797,404.015924810931,2673.75
"109",402572121066,"2019-06-01",1,173.75,18048,2019,"None",27050401,173.75,6月 2019,0,0,185.56034332251,300.180365815276,2296.25
"110",402572121517,"2019-06-01",2,137.5,18048,2019,"None",27050401,123.75,6月 2019,0,1,205.902248345353,301.731135222099,2021.25
"111",402572121759,"2019-06-01",2,387.5,18048,2019,"None",27050401,223.75,6月 2019,0,1,289.662370885345,345.293692787847,2042.5
"112",402572121803,"2019-06-01",1,111.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,205.902248337662,290.610263250052,1942.5
"113",402572122089,"2019-06-01",1,66.25,18048,2019,"None",27050401,73.75,6月 2019,0,1,164.022187056723,251.794632954774,1811.25
"114",413572120813,"2019-06-01",4,365,18048,2018,"None",27050401,98.75,6月 2019,0,1,166.799803623965,221.04000063763,1522.5
"115",422572119317,"2019-06-01",1,101.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,187.497838860226,205.664312695148,1342.5
"116",433572117579,"2019-06-01",1,66.25,18048,2017,"None",27050401,73.75,6月 2019,0,1,127.455363530008,170.08407257345,1235
"117",490572120010,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.669428846,186.043791069812,1208.75
"118",490572120054,"2019-06-01",1,73.75,18048,2018,"None",27050401,73.75,6月 2019,0,0,81.5674012633447,60.7895772018346,895
"119",490572121011,"2019-06-01",1,73.75,18048,2018,"None",27050401,73.75,6月 2019,0,0,81.5674012376169,55.493923872968,857.5
"120",494572117700,"2019-06-01",3,675,18048,2017,"None",27050401,248.75,6月 2019,0,1,272.395386663552,273.06628691162,1466.25
"121",496572117843,"2019-06-01",1,98.75,18048,2017,"None",27050401,98.75,6月 2019,0,0,84.4794597671646,113.936663476422,1200
"122",496572118514,"2019-06-01",3,346.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.508098592495,219.341757747385,1445
"123",496572118822,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.508098584215,225.696541726332,1490
"124",496572119504,"2019-06-01",1,81.25,18048,2018,"None",27050401,98.75,6月 2019,0,1,164.568067929256,211.319597225513,1460
"125",496572119966,"2019-06-01",1,140,18048,2018,"None",27050401,173.75,6月 2019,0,1,227.388159826701,251.09651693253,1526.25
"126",496572120043,"2019-06-01",1,66.25,18048,2018,"None",27050401,73.75,6月 2019,0,1,143.628037278138,209.475698913481,1518.75
"127",496572120076,"2019-06-01",2,140,18048,2018,"None",27050401,73.75,6月 2019,0,1,143.62803727725,133.924378235074,983.75
"128",496572120318,"2019-06-01",2,330,18048,2018,"None",27050401,173.75,6月 2019,0,1,227.388159817235,207.142594384731,1215
"129",496572120505,"2019-06-01",4,482.5,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.508098538959,206.102624429545,1351.25
"130",496572120890,"2019-06-01",2,220,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.508098528612,221.460019049206,1460
"131",496572120901,"2019-06-01",2,330,18048,2018,"None",27050401,173.75,6月 2019,0,1,227.388159801562,276.86869640609,1708.75
"132",496572121165,"2019-06-01",12,827.5,18048,2019,"None",27050401,73.75,6月 2019,0,1,161.494679146487,333.393986555578,2396.25
"133",496572121187,"2019-06-01",3,333.75,18048,2019,"None",27050401,123.75,6月 2019,0,1,203.374740419146,391.450490571621,2663.75
"134",496572121682,"2019-06-01",1,156.25,18048,2019,"None",27050401,173.75,6月 2019,0,1,245.254801679087,414.026117348249,2680
"135",496572121715,"2019-06-01",1,111.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,203.374740404951,362.853962645735,2461.25
"136",496572121781,"2019-06-01",4,660,18048,2019,"None",27050401,173.75,6月 2019,0,1,245.254801676424,408.200898696771,2638.75
"137",502572116875,"2019-06-01",1,223.75,18048,2017,"None",27050401,248.75,6月 2019,0,1,272.180279627431,439.087080351927,2642.5
"138",502572119009,"2019-06-01",1,198.75,18048,2018,"None",27050401,198.75,6月 2019,0,0,185.944893887107,339.605045945064,2511.25
"139",502572120307,"2019-06-01",1,201.25,18048,2018,"None",27050401,223.75,6月 2019,0,1,269.106890797056,321.974461441509,1885
"140",502572120505,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.346768245233,249.991897728108,1662.5
"141",502572120516,"2019-06-01",5,1318.75,18048,2018,"None",27050401,298.75,6月 2019,0,1,331.926982701304,485.140103473584,2825
"142",502572120769,"2019-06-01",3,180,18048,2018,"None",27050401,73.75,6月 2019,0,1,143.466706964883,403.585004673898,2893.75
"143",502572120813,"2019-06-01",1,198.75,18048,2018,"None",27050401,198.75,6月 2019,0,0,185.944893838605,328.48417395666,2432.5
"144",502572120824,"2019-06-01",3,296.25,18048,2018,"None",27050401,98.75,6月 2019,0,0,102.18477129181,298.160749684573,2505
"145",508572119515,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,164.245407341498,343.228588143812,2395
"146",508572121803,"2019-06-01",3,321.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,203.052079815128,370.315100577163,2515
"147",513572119471,"2019-06-01",2,177.5,18048,2018,"None",27050401,98.75,6月 2019,0,1,164.110965431245,369.476458588574,2581.25
"148",513572119966,"2019-06-01",1,152.5,18048,2018,"None",27050401,173.75,6月 2019,0,1,226.931057327803,235.202905892061,1415
"149",513572119999,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,185.050996053667,205.213364463767,1346.25
"150",513572121528,"2019-06-01",1,298.75,18048,2019,"None",27050401,298.75,6月 2019,0,0,287.275886059229,229.651655408822,1446.25
"151",513572121704,"2019-06-01",1,98.75,18048,2019,"None",27050401,98.75,6月 2019,0,0,119.755640961499,120.637839886853,1248.75
"152",533572115456,"2019-06-01",5,361.25,18048,2017,"None",27050401,73.75,6月 2019,0,1,124.766525358279,209.430072170576,1521.25
"153",533572119020,"2019-06-01",1,66.25,18048,2018,"None",27050401,73.75,6月 2019,0,1,142.633167160985,173.419629566001,1266.25
"154",533572119295,"2019-06-01",3,343.75,18048,2018,"None",27050401,123.75,6月 2019,0,1,184.513228426834,217.177869619219,1432.5
"155",590572119284,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,162.040560000088,197.420669307457,1368.75
"156",590572120318,"2019-06-01",2,132.5,18048,2018,"None",27050401,73.75,6月 2019,0,1,141.100529335662,190.281117671537,1390
"157",590572121748,"2019-06-01",3,521.25,18048,2019,"None",27050401,173.75,6月 2019,0,0,180.505327434008,201.597277275723,1612.5
"158",596572118162,"2019-06-01",7,618.75,18048,2017,"None",27050401,98.75,6月 2019,0,1,144.012587837998,305.21082599534,2132.5
"159",596572118723,"2019-06-01",3,251.25,18048,2018,"None",27050401,98.75,6月 2019,0,1,161.879229721445,289.676909588201,2022.5
"160",596572119273,"2019-06-01",1,73.75,18048,2018,"None",27050401,73.75,6月 2019,0,0,78.7172327618084,219.929214315685,2030
"161",596572119867,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,120.597294019086,209.14222518435,1810
"162",596572120076,"2019-06-01",1,111.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,182.819260321682,272.986021264904,1832.5
"163",596572120373,"2019-06-01",2,185,18048,2018,"None",27050401,98.75,6月 2019,0,1,161.879229677076,270.259514069054,1885
"164",596572120461,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,99.6572633664912,149.928749254046,1462.5
"165",596572120791,"2019-06-01",3,221.25,18048,2018,"None",27050401,73.75,6月 2019,0,0,78.7172327209903,83.6544022351807,1065
"166",596572120835,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,120.59729399306,85.9300246288738,937.5
"167",596572120890,"2019-06-01",1,88.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,161.879229663172,138.574268208749,952.5
"168",596572120901,"2019-06-01",2,177.5,18048,2018,"None",27050401,98.75,6月 2019,0,1,161.879229662881,146.164704631893,1006.25
"169",596572121198,"2019-06-01",1,498.75,18048,2019,"None",27050401,498.75,6月 2019,0,0,452.564395431182,302.466800913454,1393.75
"170",596572121297,"2019-06-01",1,98.75,18048,2019,"None",27050401,98.75,6月 2019,0,0,117.523905242532,128.040048861678,1307.5
"171",596572121539,"2019-06-01",1,98.75,18048,2019,"None",27050401,98.75,6月 2019,0,0,117.523905236027,128.04004885907,1307.5
"172",596572121550,"2019-06-01",3,475,18048,2019,"None",27050401,173.75,6月 2019,0,1,242.565963453822,254.961639255395,1561.25
"173",596572121715,"2019-06-01",4,421.25,18048,2019,"None",27050401,123.75,6月 2019,0,1,200.685902176142,276.692978570232,1858.75
"174",596572121781,"2019-06-01",2,222.5,18048,2019,"None",27050401,123.75,6月 2019,0,1,200.685902174367,295.580808739034,1992.5
"175",600572118822,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,99.5497098814087,213.610011374689,1913.75
"176",600572118932,"2019-06-01",1,66.25,18048,2018,"None",27050401,73.75,6月 2019,0,1,140.831645550044,203.059458685882,1481.25
"177",602572116545,"2019-06-01",5,816.25,18048,2017,"None",27050401,173.75,6月 2019,0,1,206.671349497618,344.923096479315,2198.75
"178",602572118602,"2019-06-01",1,173.75,18048,2018,"None",27050401,173.75,6月 2019,0,0,162.316025032617,294.847999002588,2273.75
"179",602572119482,"2019-06-01",1,198.75,18048,2018,"None",27050401,198.75,6月 2019,0,0,183.256055645579,265.977108051711,1997.5
"180",602572119922,"2019-06-01",1,201.25,18048,2018,"None",27050401,223.75,6月 2019,0,1,266.418052578593,305.716101175081,1777.5
"181",602572119966,"2019-06-01",1,191.25,18048,2018,"None",27050401,223.75,6月 2019,0,1,266.418052577415,301.303056742478,1746.25
"182",602572120472,"2019-06-01",1,156.25,18048,2018,"None",27050401,173.75,6月 2019,0,1,224.53799129056,289.142214814889,1803.75
"183",602572120483,"2019-06-01",6,558.75,18048,2018,"None",27050401,98.75,6月 2019,0,1,161.717899380389,328.270529549245,2296.25
"184",602572120780,"2019-06-01",1,223.75,18048,2018,"None",27050401,248.75,6月 2019,0,1,287.358083192145,305.441738144638,1703.75
"185",602572121517,"2019-06-01",5,1163.75,18048,2019,"None",27050401,248.75,6月 2019,0,1,305.224725070856,445.246985746549,2693.75
"186",602572121594,"2019-06-01",2,235,18048,2019,"None",27050401,123.75,6月 2019,0,1,200.524571885661,399.664008093854,2730
"187",608572119284,"2019-06-01",1,66.25,18048,2018,"None",27050401,73.75,6月 2019,0,1,140.616538482279,360.254163249249,2595
"188",622572119306,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,119.898196094679,310.185578621827,2527.5
"189",622572119328,"2019-06-01",1,51.25,18048,2018,"None",27050401,123.75,6月 2019,0,1,182.12016240231,356.024153421308,2422.5
"190",633572118173,"2019-06-01",1,111.25,18048,2017,"None",27050401,123.75,6月 2019,0,1,163.957748329661,292.710833549018,1975
"191",633572119229,"2019-06-01",1,123.75,18048,2018,"None",27050401,123.75,6月 2019,0,0,119.60242389158,217.922687263154,1875
"192",653572117667,"2019-06-01",1,180,18048,2017,"None",27050401,223.75,6月 2019,0,1,247.180103244006,180.012642517929,891.25
"193",662572118822,"2019-06-01",2,197.5,18048,2018,"None",27050401,98.75,6月 2019,0,0,97.8826301795418,63.2515020339559,853.75
"194",677572117722,"2019-06-01",1,88.75,18048,2017,"None",27050401,98.75,6月 2019,0,1,141.834628884491,126.933675015006,876.25
"195",690572118833,"2019-06-01",2,411.25,18048,2018,"None",27050401,223.75,6月 2019,0,1,264.051874966522,218.095719606632,1163.75
"196",690572119196,"2019-06-01",2,537.5,18048,2018,"None",27050401,298.75,6月 2019,0,1,326.871966866637,317.183956482532,1650
"197",690572120230,"2019-06-01",1,73.75,18048,2018,"None",27050401,73.75,6月 2019,0,0,76.1897248009975,159.958102513519,1612.5
"198",696572115379,"2019-06-01",16,1097.5,18048,2017,"None",27050401,73.75,6月 2019,0,1,120.383719047391,358.070321917163,2586.25
"199",696572117447,"2019-06-01",1,98.75,18048,2017,"None",27050401,98.75,6月 2019,0,0,79.1017833201915,296.070424118298,2505
"200",696572117513,"2019-06-01",1,88.75,18048,2017,"None",27050401,98.75,6月 2019,0,1,141.323749626637,341.379433585451,2396.25
"201",696572119240,"2019-06-01",1,102.5,18048,2018,"None",27050401,123.75,6月 2019,0,1,180.130422115356,353.461594955606,2410
"202",696572120362,"2019-06-01",1,108.75,18048,2018,"None",27050401,123.75,6月 2019,0,1,180.130422085183,310.743324840507,2107.5
"203",696572120505,"2019-06-01",1,98.75,18048,2018,"None",27050401,98.75,6月 2019,0,0,96.9684251364963,177.977355081573,1668.75
"204",696572120527,"2019-06-01",1,173.75,18048,2018,"None",27050401,173.75,6月 2019,0,0,159.78851704578,222.52036278003,1768.75
"205",696572120637,"2019-06-01",1,268.75,18048,2018,"None",27050401,298.75,6月 2019,0,1,326.71063653416,216.854937723588,940
"206",696572120769,"2019-06-01",2,235,18048,2018,"None",27050401,123.75,6月 2019,0,1,180.13042207424,165.112858575859,1076.25
