"","skc","date_rcd","s","real_cost","date_num","is_holiday","year_id","season_id","tiny_class_code","tag_price","discount","is_discount","ie"
"29",100572118316,"2018-05-10",3,236.25,17661,"0",2017,"None","27050401",98.75,0.20253164556962,"1",86
"30",100572118316,"2018-05-11",2,182.5,17662,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",83
"31",100572118316,"2018-05-12",4,340,17663,"0",2017,"None","27050401",98.75,0.139240506329114,"1",81
"32",100572118316,"2018-05-13",4,330,17664,"0",2017,"None","27050401",98.75,0.164556962025316,"1",77
"33",100572118316,"2018-05-14",2,187.5,17665,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",74
"34",100572118316,"2018-05-15",4,365,17666,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",70
"35",100572118316,"2018-05-16",1,83.75,17667,"0",2017,"None","27050401",98.75,0.151898734177215,"1",69
"36",100572118316,"2018-05-17",5,451.25,17668,"0",2017,"None","27050401",98.75,0.0860759493670886,"1",64
"37",100572118316,"2018-05-19",3,266.25,17670,"0",2017,"None","27050401",98.75,0.10126582278481,"1",62
"38",100572118316,"2018-05-20",6,551.25,17671,"1",2017,"None","27050401",98.75,0.069620253164557,"1",56
"39",100572118316,"2018-05-21",4,370,17672,"0",2017,"None","27050401",98.75,0.0632911392405063,"1",52
"40",100572118316,"2018-05-22",1,98.75,17673,"0",2017,"None","27050401",98.75,0,"0",51
"41",100572118316,"2018-05-23",2,187.5,17674,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",49
"42",100572118316,"2018-05-26",3,266.25,17677,"0",2017,"None","27050401",98.75,0.10126582278481,"1",45
"43",100572118316,"2018-05-27",1,98.75,17678,"0",2017,"None","27050401",98.75,0,"0",46
"44",100572118316,"2018-05-28",1,88.75,17679,"0",2017,"None","27050401",98.75,0.10126582278481,"1",45
"45",100572118316,"2018-05-29",2,187.5,17680,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",43
"46",100572118316,"2018-05-30",2,197.5,17681,"0",2017,"None","27050401",98.75,0,"0",207
"47",100572118316,"2018-05-31",9,838.75,17682,"0",2017,"None","27050401",98.75,0.0562587904360056,"1",285
"48",100572118316,"2018-06-01",19,1727.5,17683,"0",2017,"None","27050401",98.75,0.0792804796802132,"1",287
"49",100572118316,"2018-06-02",23,2111.25,17684,"0",2017,"None","27050401",98.75,0.0704457897633462,"1",274
"50",100572118316,"2018-06-03",15,1371.25,17685,"0",2017,"None","27050401",98.75,0.0742616033755274,"1",259
"51",100572118316,"2018-06-04",3,276.25,17686,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",256
"52",100572118316,"2018-06-05",7,653.75,17687,"0",2017,"None","27050401",98.75,0.054249547920434,"1",257
"53",100572118316,"2018-06-06",7,641.25,17688,"0",2017,"None","27050401",98.75,0.0723327305605786,"1",251
"54",100572118316,"2018-06-07",3,276.25,17689,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",250
"55",100572118316,"2018-06-08",6,532.5,17690,"0",2017,"None","27050401",98.75,0.10126582278481,"1",293
"56",100572118316,"2018-06-09",14,1262.5,17691,"0",2017,"None","27050401",98.75,0.0867992766726944,"1",308
"57",100572118316,"2018-06-10",16,1471.25,17692,"0",2017,"None","27050401",98.75,0.0688291139240506,"1",308
"58",100572118316,"2018-06-11",9,818.75,17693,"0",2017,"None","27050401",98.75,0.0787623066104078,"1",312
"59",100572118316,"2018-06-12",8,720,17694,"0",2017,"None","27050401",98.75,0.0886075949367089,"1",325
"60",100572118316,"2018-06-13",7,661.25,17695,"0",2017,"None","27050401",98.75,0.0433996383363473,"1",328
"61",100572118316,"2018-06-14",11,977.5,17696,"0",2017,"None","27050401",98.75,0.100115074798619,"1",415
"62",100572118316,"2018-06-15",11,975,17697,"0",2017,"None","27050401",98.75,0.102416570771001,"1",449
"63",100572118316,"2018-06-16",22,1932.5,17698,"1",2017,"None","27050401",98.75,0.110471806674338,"1",482
"64",100572118316,"2018-06-17",36,3186.25,17699,"1",2017,"None","27050401",98.75,0.103727144866385,"1",455
"65",100572118316,"2018-06-18",20,1753.75,17700,"1",2017,"None","27050401",98.75,0.112025316455696,"1",436
"66",100572118316,"2018-06-19",5,483.75,17701,"0",2017,"None","27050401",98.75,0.020253164556962,"1",436
"67",100572118316,"2018-06-20",11,1056.25,17702,"0",2017,"None","27050401",98.75,0.0276179516685846,"1",425
"68",100572118316,"2018-06-21",8,760,17703,"0",2017,"None","27050401",98.75,0.0379746835443038,"1",481
"69",100572118316,"2018-06-22",11,983.75,17704,"0",2017,"None","27050401",98.75,0.0943613348676639,"1",481
"70",100572118316,"2018-06-23",24,2231.25,17705,"0",2017,"None","27050401",98.75,0.0585443037974684,"1",463
"71",100572118316,"2018-06-24",19,1806.25,17706,"0",2017,"None","27050401",98.75,0.0373084610259827,"1",474
"72",100572118316,"2018-06-25",9,838.75,17707,"0",2017,"None","27050401",98.75,0.0562587904360056,"1",500
"73",100572118316,"2018-06-26",7,641.25,17708,"0",2017,"None","27050401",98.75,0.0723327305605786,"1",524
"74",100572118316,"2018-06-27",16,1480,17709,"0",2017,"None","27050401",98.75,0.0632911392405063,"1",513
"75",100572118316,"2018-06-28",5,493.75,17710,"0",2017,"None","27050401",98.75,0,"0",514
"76",100572118316,"2018-06-29",11,1036.25,17711,"0",2017,"None","27050401",98.75,0.046029919447641,"1",506
"77",100572118316,"2018-06-30",10,915,17712,"0",2017,"None","27050401",98.75,0.0734177215189873,"1",502
"78",100572118316,"2018-07-01",26,2425,17713,"0",2017,"None","27050401",98.75,0.0555014605647517,"1",484
"79",100572118316,"2018-07-02",8,710,17714,"0",2017,"None","27050401",98.75,0.10126582278481,"1",491
"80",100572118316,"2018-07-03",12,1127.5,17715,"0",2017,"None","27050401",98.75,0.0485232067510549,"1",507
"81",100572118316,"2018-07-04",9,848.75,17716,"0",2017,"None","27050401",98.75,0.0450070323488045,"1",505
"82",100572118316,"2018-07-05",8,760,17717,"0",2017,"None","27050401",98.75,0.0379746835443038,"1",496
"83",100572118316,"2018-07-06",8,760,17718,"0",2017,"None","27050401",98.75,0.0379746835443038,"1",488
"84",100572118316,"2018-07-07",17,1583.75,17719,"0",2017,"None","27050401",98.75,0.0565897244973939,"1",472
"85",100572118316,"2018-07-08",20,1821.25,17720,"0",2017,"None","27050401",98.75,0.0778481012658228,"1",452
"86",100572118316,"2018-07-09",8,742.5,17721,"0",2017,"None","27050401",98.75,0.060126582278481,"1",445
"87",100572118316,"2018-07-10",7,652.5,17722,"0",2017,"None","27050401",98.75,0.0560578661844485,"1",436
"88",100572118316,"2018-07-11",7,671.25,17723,"0",2017,"None","27050401",98.75,0.0289330922242315,"1",426
"89",100572118316,"2018-07-12",6,592.5,17724,"0",2017,"None","27050401",98.75,0,"0",421
"90",100572118316,"2018-07-13",7,671.25,17725,"0",2017,"None","27050401",98.75,0.0289330922242315,"1",413
"91",100572118316,"2018-07-14",14,1350,17726,"0",2017,"None","27050401",98.75,0.023508137432188,"1",401
"92",100572118316,"2018-07-15",13,1273.75,17727,"0",2017,"None","27050401",98.75,0.00778967867575467,"1",389
"93",100572118316,"2018-07-16",9,867.5,17728,"0",2017,"None","27050401",98.75,0.0239099859353024,"1",369
"94",100572118316,"2018-07-17",7,668.75,17729,"0",2017,"None","27050401",98.75,0.0325497287522603,"1",355
"95",100572118316,"2018-07-18",8,780,17730,"0",2017,"None","27050401",98.75,0.0126582278481013,"1",349
"96",100572118316,"2018-07-19",3,286.25,17731,"0",2017,"None","27050401",98.75,0.0337552742616033,"1",355
"97",100572118316,"2018-07-20",7,681.25,17732,"0",2017,"None","27050401",98.75,0.0144665461121158,"1",345
"98",100572118316,"2018-07-21",3,296.25,17733,"0",2017,"None","27050401",98.75,0,"0",342
"99",100572118316,"2018-07-22",7,641.25,17734,"0",2017,"None","27050401",98.75,0.0723327305605786,"1",335
"100",100572118316,"2018-07-23",11,1076.25,17735,"0",2017,"None","27050401",98.75,0.00920598388952817,"1",329
"101",100572118316,"2018-07-24",7,671.25,17736,"0",2017,"None","27050401",98.75,0.0289330922242315,"1",322
"102",100572118316,"2018-07-25",3,296.25,17737,"0",2017,"None","27050401",98.75,0,"0",348
"103",100572118316,"2018-07-26",5,473.75,17738,"0",2017,"None","27050401",98.75,0.0405063291139241,"1",395
"104",100572118316,"2018-07-27",7,631.25,17739,"0",2017,"None","27050401",98.75,0.0867992766726944,"1",420
"105",100572118316,"2018-07-28",12,1111.25,17740,"0",2017,"None","27050401",98.75,0.0622362869198312,"1",410
"106",100572118316,"2018-07-29",10,955,17741,"0",2017,"None","27050401",98.75,0.0329113924050633,"1",400
"107",100572118316,"2018-07-30",10,931.25,17742,"0",2017,"None","27050401",98.75,0.0569620253164557,"1",391
"108",100572118316,"2018-07-31",9,846.25,17743,"0",2017,"None","27050401",98.75,0.0478199718706048,"1",390
"109",100572118316,"2018-08-01",5,483.75,17744,"0",2017,"None","27050401",98.75,0.020253164556962,"1",395
"110",100572118316,"2018-08-02",4,375,17745,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",404
"111",100572118316,"2018-08-03",4,395,17746,"0",2017,"None","27050401",98.75,0,"0",400
"112",100572118316,"2018-08-04",11,1036.25,17747,"0",2017,"None","27050401",98.75,0.046029919447641,"1",394
"113",100572118316,"2018-08-05",9,848.75,17748,"0",2017,"None","27050401",98.75,0.0450070323488045,"1",385
"114",100572118316,"2018-08-06",4,371.25,17749,"0",2017,"None","27050401",98.75,0.060126582278481,"1",383
"115",100572118316,"2018-08-07",8,760,17750,"0",2017,"None","27050401",98.75,0.0379746835443038,"1",387
"116",100572118316,"2018-08-08",6,567.5,17751,"0",2017,"None","27050401",98.75,0.0421940928270043,"1",383
"117",100572118316,"2018-08-09",2,197.5,17752,"0",2017,"None","27050401",98.75,0,"0",384
"118",100572118316,"2018-08-10",5,451.25,17753,"0",2017,"None","27050401",98.75,0.0860759493670886,"1",382
"119",100572118316,"2018-08-11",7,671.25,17754,"0",2017,"None","27050401",98.75,0.0289330922242315,"1",378
"120",100572118316,"2018-08-12",8,750,17755,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",367
"121",100572118316,"2018-08-13",6,547.5,17756,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",361
"122",100572118316,"2018-08-14",5,483.75,17757,"0",2017,"None","27050401",98.75,0.020253164556962,"1",382
"123",100572118316,"2018-08-15",7,671.25,17758,"0",2017,"None","27050401",98.75,0.0289330922242315,"1",417
"124",100572118316,"2018-08-16",4,385,17759,"0",2017,"None","27050401",98.75,0.0253164556962025,"1",429
"125",100572118316,"2018-08-17",17,1658.75,17760,"1",2017,"None","27050401",98.75,0.0119136262099776,"1",414
"126",100572118316,"2018-08-18",9,868.75,17761,"0",2017,"None","27050401",98.75,0.0225035161744023,"1",405
"127",100572118316,"2018-08-19",19,1826.25,17762,"0",2017,"None","27050401",98.75,0.0266489007328448,"1",387
"128",100572118316,"2018-08-20",3,286.25,17763,"0",2017,"None","27050401",98.75,0.0337552742616033,"1",384
"129",100572118316,"2018-08-21",1,98.75,17764,"0",2017,"None","27050401",98.75,0,"0",383
"130",100572118316,"2018-08-22",8,747.5,17765,"0",2017,"None","27050401",98.75,0.0537974683544304,"1",388
"131",100572118316,"2018-08-23",4,395,17766,"0",2017,"None","27050401",98.75,0,"0",388
"132",100572118316,"2018-08-24",3,296.25,17767,"0",2017,"None","27050401",98.75,0,"0",387
"133",100572118316,"2018-08-25",8,750,17768,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",379
"134",100572118316,"2018-08-26",12,1165,17769,"0",2017,"None","27050401",98.75,0.0168776371308017,"1",367
"135",100572118316,"2018-08-27",13,1233.75,17770,"0",2017,"None","27050401",98.75,0.0389483933787731,"1",354
"136",100572118316,"2018-08-28",4,365,17771,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",349
"137",100572118316,"2018-08-29",13,1263.75,17772,"0",2017,"None","27050401",98.75,0.0155793573515092,"1",342
"138",100572118316,"2018-08-30",4,375,17773,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",340
"139",100572118316,"2018-08-31",8,707.5,17774,"0",2017,"None","27050401",98.75,0.104430379746835,"1",337
"140",100572118316,"2018-09-17",2,197.5,17791,"0",2017,"None","27050401",98.75,0,"0",459
"141",100572118316,"2018-09-18",5,473.75,17792,"0",2017,"None","27050401",98.75,0.0405063291139241,"1",488
"142",100572118316,"2018-09-19",5,440,17793,"0",2017,"None","27050401",98.75,0.108860759493671,"1",505
"143",100572118316,"2018-09-20",7,606.25,17794,"0",2017,"None","27050401",98.75,0.122965641952984,"1",529
"144",100572118316,"2018-09-21",2,101.25,17795,"0",2017,"None","27050401",98.75,0.487341772151899,"1",543
"145",100572118316,"2018-09-22",12,952.5,17796,"1",2017,"None","27050401",98.75,0.19620253164557,"1",533
"146",100572118316,"2018-09-23",15,1312.5,17797,"1",2017,"None","27050401",98.75,0.113924050632911,"1",518
"147",100572118316,"2018-09-24",17,1502.5,17798,"1",2017,"None","27050401",98.75,0.104988830975428,"1",514
"148",100572118316,"2018-09-25",8,697.5,17799,"0",2017,"None","27050401",98.75,0.117088607594937,"1",534
"149",100572118316,"2018-09-26",7,653.75,17800,"0",2017,"None","27050401",98.75,0.054249547920434,"1",584
"150",100572118316,"2018-09-27",10,902.5,17801,"0",2017,"None","27050401",98.75,0.0860759493670886,"1",632
"151",100572118316,"2018-09-28",13,1127.5,17802,"0",2017,"None","27050401",98.75,0.121713729308666,"1",628
"152",100572118316,"2018-09-29",10,895,17803,"0",2017,"None","27050401",98.75,0.0936708860759494,"1",636
"153",100572118316,"2018-09-30",10,837.5,17804,"0",2017,"None","27050401",98.75,0.151898734177215,"1",641
"154",100572118316,"2018-10-01",23,2060,17805,"1",2017,"None","27050401",98.75,0.093010456796918,"1",630
"155",100572118316,"2018-10-02",17,1498.75,17806,"1",2017,"None","27050401",98.75,0.107222635889799,"1",617
"156",100572118316,"2018-10-03",15,1367.5,17807,"1",2017,"None","27050401",98.75,0.0767932489451476,"1",600
"157",100572118316,"2018-10-04",12,1062.5,17808,"1",2017,"None","27050401",98.75,0.10337552742616,"1",591
"158",100572118316,"2018-10-05",8,730,17809,"1",2017,"None","27050401",98.75,0.0759493670886076,"1",583
"159",100572118316,"2018-10-06",15,1332.5,17810,"1",2017,"None","27050401",98.75,0.10042194092827,"1",572
"160",100572118316,"2018-10-07",8,728.75,17811,"1",2017,"None","27050401",98.75,0.0775316455696203,"1",590
"161",100572118316,"2018-10-08",5,463.75,17812,"0",2017,"None","27050401",98.75,0.0607594936708861,"1",603
"162",100572118316,"2018-10-09",5,473.75,17813,"0",2017,"None","27050401",98.75,0.0405063291139241,"1",609
"163",100572118316,"2018-10-10",11,1066.25,17814,"0",2017,"None","27050401",98.75,0.0184119677790563,"1",639
"164",100572118316,"2018-10-11",5,458.75,17815,"0",2017,"None","27050401",98.75,0.0708860759493671,"1",653
"165",100572118316,"2018-10-12",10,921.25,17816,"0",2017,"None","27050401",98.75,0.0670886075949367,"1",645
"166",100572118316,"2018-10-13",4,385,17817,"0",2017,"None","27050401",98.75,0.0253164556962025,"1",656
"167",100572118316,"2018-10-14",11,1006.25,17818,"0",2017,"None","27050401",98.75,0.0736478711162255,"1",648
"168",100572118316,"2018-10-15",11,1043.75,17819,"0",2017,"None","27050401",98.75,0.0391254315304948,"1",637
"169",100572118316,"2018-10-16",8,770,17820,"0",2017,"None","27050401",98.75,0.0253164556962025,"1",634
"170",100572118316,"2018-10-17",7,661.25,17821,"0",2017,"None","27050401",98.75,0.0433996383363473,"1",642
"171",100572118316,"2018-10-18",3,273.75,17822,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",639
"172",100572118316,"2018-10-19",6,548.75,17823,"0",2017,"None","27050401",98.75,0.0738396624472574,"1",633
"173",100572118316,"2018-10-20",8,762.5,17824,"0",2017,"None","27050401",98.75,0.0348101265822785,"1",624
"174",100572118316,"2018-10-21",11,1066.25,17825,"0",2017,"None","27050401",98.75,0.0184119677790563,"1",613
"175",100572118316,"2018-10-22",3,266.25,17826,"0",2017,"None","27050401",98.75,0.10126582278481,"1",607
"176",100572118316,"2018-10-23",8,737.5,17827,"0",2017,"None","27050401",98.75,0.0664556962025316,"1",600
"177",100572118316,"2018-10-24",7,628.75,17828,"0",2017,"None","27050401",98.75,0.0904159132007233,"1",593
"178",100572118316,"2018-10-25",5,461.25,17829,"0",2017,"None","27050401",98.75,0.0658227848101266,"1",595
"179",100572118316,"2018-10-26",6,548.75,17830,"0",2017,"None","27050401",98.75,0.0738396624472574,"1",586
"180",100572118316,"2018-10-27",12,1108.75,17831,"0",2017,"None","27050401",98.75,0.0643459915611815,"1",574
"181",100572118316,"2018-10-28",9,743.75,17832,"0",2017,"None","27050401",98.75,0.163150492264416,"1",565
"182",100572118316,"2018-10-29",9,781.25,17833,"0",2017,"None","27050401",98.75,0.120956399437412,"1",556
"183",100572118316,"2018-10-30",13,1195,17834,"0",2017,"None","27050401",98.75,0.0691333982473223,"1",539
"184",100572118316,"2018-10-31",5,473.75,17835,"0",2017,"None","27050401",98.75,0.0405063291139241,"1",536
"185",100572118316,"2018-11-01",1,88.75,17836,"0",2017,"None","27050401",98.75,0.10126582278481,"1",528
"186",100572118316,"2018-11-02",10,930,17837,"0",2017,"None","27050401",98.75,0.0582278481012658,"1",515
"187",100572118316,"2018-11-03",7,682.5,17838,"0",2017,"None","27050401",98.75,0.0126582278481013,"1",515
"188",100572118316,"2018-11-04",6,536.25,17839,"0",2017,"None","27050401",98.75,0.0949367088607595,"1",503
"189",100572118316,"2018-11-05",6,582.5,17840,"0",2017,"None","27050401",98.75,0.0168776371308017,"1",497
"190",100572118316,"2018-11-06",4,385,17841,"0",2017,"None","27050401",98.75,0.0253164556962025,"1",492
"191",100572118316,"2018-11-07",2,187.5,17842,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",503
"192",100572118316,"2018-11-08",3,278.75,17843,"0",2017,"None","27050401",98.75,0.0590717299578059,"1",500
"193",100572118316,"2018-11-09",5,432.5,17844,"0",2017,"None","27050401",98.75,0.124050632911392,"1",495
"194",100572118316,"2018-11-10",7,600,17845,"0",2017,"None","27050401",98.75,0.132007233273056,"1",492
"195",100572118316,"2018-11-11",10,843.75,17846,"1",2017,"None","27050401",98.75,0.145569620253165,"1",482
"196",100572118316,"2018-11-12",7,656.25,17847,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",475
"197",100572118316,"2018-11-13",2,177.5,17848,"0",2017,"None","27050401",98.75,0.10126582278481,"1",474
"198",100572118316,"2018-11-14",3,276.25,17849,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",470
"199",100572118316,"2018-11-15",1,98.75,17850,"0",2017,"None","27050401",98.75,0,"0",463
"200",100572118316,"2018-11-16",10,887.5,17851,"0",2017,"None","27050401",98.75,0.10126582278481,"1",452
"201",100572118316,"2018-11-17",9,726.25,17852,"0",2017,"None","27050401",98.75,0.182841068917018,"1",446
"202",100572118316,"2018-11-18",6,527.5,17853,"0",2017,"None","27050401",98.75,0.109704641350211,"1",439
"203",100572118316,"2018-11-19",9,755,17854,"0",2017,"None","27050401",98.75,0.150492264416315,"1",430
"204",100572118316,"2018-11-20",5,433.75,17855,"0",2017,"None","27050401",98.75,0.121518987341772,"1",433
"205",100572118316,"2018-11-21",2,170,17856,"0",2017,"None","27050401",98.75,0.139240506329114,"1",431
"206",100572118316,"2018-11-22",3,256.25,17857,"0",2017,"None","27050401",98.75,0.135021097046413,"1",427
"207",100572118316,"2018-11-23",3,276.25,17858,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",424
"208",100572118316,"2018-11-24",6,552.5,17859,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",417
"209",100572118316,"2018-11-25",3,276.25,17860,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",414
"210",100572118316,"2018-11-26",2,185,17861,"0",2017,"None","27050401",98.75,0.0632911392405063,"1",412
"211",100572118316,"2018-11-27",3,276.25,17862,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",410
"212",100572118316,"2018-11-28",1,98.75,17863,"0",2017,"None","27050401",98.75,0,"0",409
"213",100572118316,"2018-11-29",1,98.75,17864,"0",2017,"None","27050401",98.75,0,"0",403
"214",100572118316,"2018-11-30",3,286.25,17865,"0",2017,"None","27050401",98.75,0.0337552742616033,"1",402
"215",100572118316,"2018-12-01",6,562.5,17866,"0",2017,"None","27050401",98.75,0.0506329113924051,"1",397
"216",100572118316,"2018-12-02",1,98.75,17867,"0",2017,"None","27050401",98.75,0,"0",398
"217",100572118316,"2018-12-03",3,273.75,17868,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",396
"218",100572118316,"2018-12-04",1,88.75,17869,"0",2017,"None","27050401",98.75,0.10126582278481,"1",399
"219",100572118316,"2018-12-06",3,236.25,17871,"0",2017,"None","27050401",98.75,0.20253164556962,"1",396
"220",100572118316,"2018-12-07",3,276.25,17872,"0",2017,"None","27050401",98.75,0.0675105485232068,"1",394
"221",100572118316,"2018-12-08",9,805,17873,"0",2017,"None","27050401",98.75,0.0942334739803094,"1",383
"222",100572118316,"2018-12-09",1,98.75,17874,"0",2017,"None","27050401",98.75,0,"0",383
"223",100572118316,"2018-12-10",2,177.5,17875,"0",2017,"None","27050401",98.75,0.10126582278481,"1",379
"224",100572118316,"2018-12-11",2,183.75,17876,"0",2017,"None","27050401",98.75,0.069620253164557,"1",377
"225",100572118316,"2018-12-12",7,501.25,17877,"1",2017,"None","27050401",98.75,0.274864376130199,"1",367
"226",100572118316,"2018-12-13",4,382.5,17878,"0",2017,"None","27050401",98.75,0.0316455696202532,"1",365
"227",100572118316,"2018-12-14",8,720,17879,"0",2017,"None","27050401",98.75,0.0886075949367089,"1",354
"228",100572118316,"2018-12-15",8,687.5,17880,"0",2017,"None","27050401",98.75,0.129746835443038,"1",347
"229",100572118316,"2018-12-16",3,248.75,17881,"0",2017,"None","27050401",98.75,0.160337552742616,"1",344
"230",100572118316,"2018-12-17",5,473.75,17882,"0",2017,"None","27050401",98.75,0.0405063291139241,"1",338
"231",100572118316,"2018-12-18",2,160,17883,"0",2017,"None","27050401",98.75,0.189873417721519,"1",336
"232",100572118316,"2018-12-19",4,352.5,17884,"0",2017,"None","27050401",98.75,0.107594936708861,"1",330
"233",100572118316,"2018-12-20",4,313.75,17885,"0",2017,"None","27050401",98.75,0.205696202531646,"1",332
"234",100572118316,"2018-12-21",2,197.5,17886,"0",2017,"None","27050401",98.75,0,"0",337
"235",100572118316,"2018-12-22",17,1170,17887,"0",2017,"None","27050401",98.75,0.303052866716307,"1",320
"236",100572118316,"2018-12-23",16,1151.25,17888,"0",2017,"None","27050401",98.75,0.271360759493671,"1",304
"237",100572118316,"2018-12-24",6,412.5,17889,"1",2017,"None","27050401",98.75,0.30379746835443,"1",305
"238",100572118316,"2018-12-25",9,730,17890,"1",2017,"None","27050401",98.75,0.178621659634318,"1",297
"239",100572118316,"2018-12-26",1,98.75,17891,"0",2017,"None","27050401",98.75,0,"0",331
"240",100572118316,"2018-12-27",3,280,17892,"0",2017,"None","27050401",98.75,0.0548523206751055,"1",354
"241",100572118316,"2018-12-28",6,456.25,17893,"0",2017,"None","27050401",98.75,0.229957805907173,"1",359
"242",100572118316,"2018-12-29",10,883.75,17894,"0",2017,"None","27050401",98.75,0.105063291139241,"1",360
"243",100572118316,"2018-12-30",6,520,17895,"1",2017,"None","27050401",98.75,0.122362869198312,"1",354
"244",100572118316,"2018-12-31",8,712.5,17896,"1",2017,"None","27050401",98.75,0.0981012658227848,"1",350
"245",100572118316,"2019-01-01",16,1413.75,17897,"1",2017,"None","27050401",98.75,0.105221518987342,"1",365
"246",100572118316,"2019-01-02",3,286.25,17898,"0",2017,"None","27050401",98.75,0.0337552742616033,"1",382
"247",100572118316,"2019-01-03",6,535,17899,"0",2017,"None","27050401",98.75,0.0970464135021097,"1",385
"248",100572118316,"2019-01-04",2,182.5,17900,"0",2017,"None","27050401",98.75,0.0759493670886076,"1",386
"249",100572118316,"2019-01-05",8,746.25,17901,"0",2017,"None","27050401",98.75,0.055379746835443,"1",379
"250",100572118316,"2019-01-06",7,645,17902,"0",2017,"None","27050401",98.75,0.0669077757685353,"1",422
"251",100572118316,"2019-01-07",5,428.75,17903,"0",2017,"None","27050401",98.75,0.131645569620253,"1",492
"252",100572118316,"2019-01-08",4,362.5,17904,"0",2017,"None","27050401",98.75,0.0822784810126582,"1",565
"253",100572118316,"2019-01-09",8,726.25,17905,"0",2017,"None","27050401",98.75,0.0806962025316456,"1",586
